codigo_tuss;registro_anvisa
90250613;1003301650047
90250621;1003301650055
90250630;1003301660018
90250648;1003301660026
90250656;1003301670013
90250664;1003301670021
90250672;1003301670031
90250737;1003301700011
90250745;1003301700036
90250753;1003301700044
90250761;1003301700060
90250770;1003301700079
90250788;1003301710015
90250796;1003301710023
90250818;1003301740021
90250826;1003800390016
90250834;1003800390059
90250869;1003800940016
90250877;1003800940024
90250885;1003800950011
90250907;1004101490011
90250915;1004101490028
90250923;1004101490036
90250931;1004101490044
90250974;1004305170153
90250982;1004305180035
90251016;1004306340257
90251024;1004306340265
90251032;1004306340273
90251040;1004306340281
90251059;1004306340291
90251083;1004307710015
90251091;1004307710023
90251105;1004307720010
90251113;1004307720029
90251121;1004307720037
90251180;1004308910034
90251199;1004309060018
90251202;1004309060050
90251210;1004309060107
90251369;1004310060026
90251385;1004310060042
90251407;1004310060069
90251415;1004310160160
90251423;1004310160187
90251431;1004310330082
90251474;1004310590025
90251482;1004310590033
90251490;1004310590051
90251504;1004310590068
90251512;1004310590084
90251520;1004310590092
90251563;1004310610026
90251580;1004310640030
90251598;1004310640073
90251644;1004310670029
90251652;1004310680016
90251660;1004310680032
90251687;1004310680067
90251695;1004310700017
90251709;1004310700025
90251717;1004310700033
90251725;1004310720018
90251741;1004310740027
90251750;1004310740061
90251768;1004310740108
90251776;1004310760028
90251784;1004310760036
90251792;1004310780029
90251806;1004310780037
90251814;1004310790016
90251822;1004310790024
90251849;1004310820020
90251857;1004310820039
90251865;1004310820063
90251873;1004310820071
90251903;1004700090132
90251911;1004700090558
90251962;1004702970075
90251970;1004702970083
90252012;1004703150111
90252020;1004703150128
90252080;1004704320043
90252136;1004704570295
90252144;1004704570309
90252152;1004704640171
90252160;1004704640201
90252179;1004704640250
90252187;1004704640277
90252195;1004704640341
90252209;1004705070016
90252217;1004705120048
90252225;1004705120099
90252233;1004705120110
90252241;1004705120188
90252250;1004705170010
90252268;1004705180024
90252276;1004705190011
90252284;1004705190021
90252292;1004705190046
90252306;1004705190070
90252314;1004705210012
90252322;1004705230013
90252330;1004705230048
90252349;1004705230056
90252357;1004901060052
90252373;1005800090183
90252381;1005800140010
90252390;1005800390050
90252403;1005800390092
90252411;1005800390106
90252420;1005800390152
90252446;1005801150015
90252454;1006301450034
90252497;1006301450077
90252578;1006302280019
90252616;1006600470010
90252667;1006800130078
90252756;1006810670024
90252810;1006810820026
90252829;1006810820034
90252845;1006810820069
90252861;1006810820093
90252888;1006810820123
90252896;1006810820141
90252900;1006810820158
90252918;1006810830013
90253027;1008400750261
90253035;1008400750271
90253043;1008400750288
90253051;1008400750377
90253060;1008400750407
90253086;1008400750601
90253108;1008401480063
90253116;1008401480081
90253124;1008401480098
90253132;1008500350023
90253159;1008501240218
90253175;1008501440020
90253191;1008501440047
90253213;1008900100118
90253221;1008900710018
90253230;1008900710051
90253264;1008900710382
90253280;1008900710455
90253302;1008900710481
90253310;1008900710511
90253353;1008902580028
90253418;1008903320011
90253469;1008903630096
90253477;1008903630101
90253485;1008903630118
90253493;1008903760046
90253507;1008903760054
90253515;1009200450017
90253531;1009301570107
90253540;1009301570141
90253701;1010000640142
90253710;1010000640150
90253736;1010005520048
90253744;1010006560019
90253752;1010700030703
90253760;1010700030711
90253779;1010700030721
90253787;1010700700245
90253795;1010700700253
90253809;1010700700342
90253817;1010700700350
90253825;1010700700369
90253833;1010700700377
90253850;1010701460035
90253876;1010701690154
90254015;1010702950011
90254023;1010702950028
90254171;1011800880038
90254198;1011801240051
90254201;1011801290040
90254236;1011801400024
90254260;1011805920030
90254279;1011805920049
90254287;1011805920057
90254333;1014300240023
90254341;1014300240090
90254350;1014300240169
90254376;1014300240231
90254392;1014700450020
90254430;1015101200157
90254449;1015101200165
90254457;1015101200173
90254465;1015101200181
90254473;1015101240019
90254511;1015501950048
90254520;1015502030015
90254554;1015502160016
90254562;1015502330019
90254589;1017100770134
90254597;1017100770150
90254600;1017100890024
90254619;1017101810024
90254627;1017101820046
90254635;1017101820070
90254643;1017101820100
90254651;1017101820135
90254716;1017101820313
90254740;1017101820348
90254805;1017101880049
90254813;1017101880065
90254830;1017101930038
90254848;1017101930100
90254856;1017101930119
90254864;1017101930143
90254872;1017101930151
90254899;1017101940017
90254902;1017101940033
90254910;1017101940051
90254929;1017101940076
90254937;1017101940092
90254945;1017101940114
90254953;1017101940130
90254961;1017400460017
90254996;1017700150013
90255003;1017700160019
90255011;1017700160027
90255020;1017700220011
90255038;1017700240012
90255046;1017700250018
90255054;1017700280014
90255062;1017700300015
90255070;1018001090044
90255089;1018001460021
90255097;1018001460089
90255100;1018001510051
90255119;1018002530021
90255127;1018002780011
90255135;1018002780028
90255143;1018003900027
90255151;1018003900035
90255160;1018003900043
90255178;1018003900051
90255186;1018003940010
90255194;1018003940029
90255224;1018004020012
90255232;1018004020020
90255240;1018004030018
90255275;1018004030042
90255291;1018004030069
90255305;1018004030077
90255313;1018004030085
90255739;1019100610021
90255755;1019103040011
90255763;1021601430040
90255771;1021601810021
90255780;1021601820019
90255909;1021602340037
90255917;1021602340045
90255941;1023500490030
90255950;1023500990051
90255968;1023500990068
90255976;1023501450054
90256050;1023502940020
90256085;1023502940063
90256093;1023502940098
90256115;1023502940217
90256123;1023503010019
90256131;1023503390059
90256166;1023504180023
90256174;1023504350018
90256182;1023504350034
90256204;1023504610011
90256212;1023504610028
90256220;1023504640067
90256239;1023504810027
90256247;1023504810043
90256255;1023505080030
90256263;1023505170013
90256271;1023505170021
90256280;1023505230059
90256298;1023505880010
90256310;1023506090056
90256328;1023506310048
90256336;1023508860142
90256352;1023509200103
90256379;1023509610077
90256387;1023509610107
90256417;1023510190027
90256425;1023510190108
90256441;1023510190175
90256476;1023510530049
90256484;1023510540028
90256492;1023510540036
90256506;1023510550023
90256514;1023510550066
90256522;1023510550104
90256530;1023510550147
90256581;1023510630043
90256590;1023510630051
90256603;1023510630116
90256611;1023510640014
90256620;1023510640049
90256638;1023510640057
90256646;1023510640111
90256654;1023510700033
90256662;1023510700051
90256670;1023510730021
90256689;1023510730048
90256697;1023510730099
90256700;1023510730110
90256719;1023510730161
90256727;1023510730188
90256735;1023510730234
90256743;1023510730250
90256751;1023510730269
90256760;1023510740051
90256778;1023510740124
90256786;1023510750022
90256859;1023510810033
90256883;1023510810076
90257170;1029800020018
90257197;1029800170014
90257200;1029800170022
90257219;1029800170109
90257227;1029800170117
90257235;1029800280141
90257243;1029800490030
90257251;1029800530245
90257260;1029800780071
90257278;1029800810035
90257286;1029800900042
90257294;1029800970072
90257308;1029800970156
90257316;1029800970431
90257324;1029801070045
90257332;1029801300010
90257340;1029801380085
90257359;1029802000146
90257367;1029802000154
90257375;1029802160089
90257383;1029802250088
90257391;1029802400020
90257413;1029802680031
90257421;1029802980078
90257430;1029802980086
90257448;1029803000077
90257456;1029803030138
90257464;1029803060010
90257480;1029803390071
90257499;1029803390096
90257502;1029803390118
90257510;1029803500037
90257529;1029803500101
90257537;1029803570027
90257545;1029803570061
90257553;1029803570078
90257561;1029803570108
90257570;1029803570116
90257588;1029803570124
90257596;1029803570167
90257600;1029803650012
90257618;1029803900019
90257642;1029803900043
90257669;1029803900061
90257677;1029803900086
90257693;1029803900108
90257707;1029803920079
90257715;1029803920087
90257723;1029803920095
90257731;1029803920109
90257740;1029803920117
90257758;1029803920125
90257766;1029803920206
90257774;1029803920214
90257782;1029803920222
90257790;1029803920230
90257804;1029803920249
90257812;1029803920257
90257820;1029803960011
90257847;1029803980020
90257855;1029803980039
90257863;1029803980047
90257871;1029803980055
90257880;1029803980063
90257898;1029803980071
90257901;1029803980081
90257928;1031100110474
90257936;1031100110563
90257952;1031100130742
90257987;1031101000176
90258029;1036700590079
90258215;1036701590099
90258223;1036701590129
90258240;1037000280030
90258258;1037000760131
90258266;1037000830011
90258274;1037000940032
90258312;1037000940091
90258320;1037000940105
90258339;1037000940113
90258347;1037001270073
90258371;1037001790115
90258380;1037001800013
90258398;1037001800021
90258401;1037001920043
90258410;1037001920051
90258428;1037002070051
90258452;1037002200079
90258460;1037002200095
90258479;1037002370020
90258487;1037002570046
90258495;1037002600018
90258509;1037002720031
90258525;1037002870120
90258533;1037002980041
90258541;1037003040040
90258550;1037003070012
90258576;1037003070055
90258592;1037003070098
90258606;1037003070136
90258614;1037003070233
90258622;1037003080018
90258649;1037003080042
90258681;1037003210078
90258690;1037003370016
90258711;1037003430078
90258720;1037003450028
90258738;1037003450036
90258746;1037003450079
90258789;1037003570041
90258797;1037003820062
90258800;1037003880022
90258819;1037003880057
90258827;1037003880111
90258843;1037003880162
90258851;1037003960085
90258860;1037003960093
90258878;1037003970013
90258886;1037003970056
90258894;1037004520194
90258908;1037004520348
90258916;1037004520356
90258924;1037004520364
90258932;1037004540081
90258967;1037004710058
90258975;1037004800022
90258983;1037004800030
90258991;1037004800057
90259009;1037004800073
90259017;1037004850054
90259025;1037005010051
90259033;1037005130012
90259050;1037005300104
90259068;1037005390014
90259076;1037005390030
90259084;1037005470034
90259092;1037005490027
90259106;1037005520023
90259114;1037005680020
90259122;1037005690026
90259130;1037005730011
90259149;1037005730028
90259157;1037005750010
90259173;1037005780025
90259181;1037005780076
90259190;1037005790012
90259203;1037005790039
90259211;1037005800034
90259220;1037005800131
90259238;1037005810013
90259246;1037005810021
90259254;1037005810031
90259262;1037005810048
90259270;1037005820035
90259289;1037005890041
90259297;1037005910026
90259327;1038500030033
90259335;1038500510011
90259343;1038500510046
90259351;1038500510078
90259360;1038501010011
90259408;1038501020015
90259432;1038501030010
90259459;1038501040016
90259513;1038501070012
90259530;1039001470028
90259548;1039001470281
90259556;1039200060016
90259572;1039200540026
90259580;1039200560043
90259602;1039200730046
90259610;1039200730070
90259629;1039200790014
90259637;1039200800052
90259645;1039200830040
90259696;1039200840143
90259700;1039200840151
90259718;1039200840178
90259726;1039200840186
90259734;1039200900014
90259742;1039200900022
90259750;1039201090032
90259777;1039201400023
90259785;1039201400031
90259793;1039201470080
90259807;1039201570085
90259815;1039201600014
90259823;1039201700051
90259939;1039700390120
90259947;1039700390139
90260074;1040701030016
90260082;1040701030040
90260090;1040701030075
90260104;1040701030105
90260112;1040701040011
90260120;1040701040046
90260236;1043000190119
90260252;1044000050025
90260350;1044000920050
90260422;1044300400011
90260430;1044300400028
90260490;1044401130018
90260503;1044401130026
90260511;1044401130042
90260538;1045400130144
90260546;1045400130152
90260554;1045400130160
90260562;1045400130187
90260570;1045400130209
90260856;1046504100053
90260945;1047500500047
90260953;1047500500071
90260988;1048100310052
90260996;1048100450032
90261003;1048100490115
90261011;1048100510051
90261020;1048100760023
90261127;1049201850069
90261135;1049201850077
90261143;1049201850085
90261151;1049201850093
90261160;1049201850107
90261178;1049201850115
90261186;1049201850123
90261194;1049201890044
90261208;1049201890141
90261216;1049201890151
90261259;1049201990014
90261291;1049700090025
90261305;1049701850025
90261313;1049701900014
90261321;1049701940083
90261330;1049701940121
90261348;1049702100038
90261356;1049702470013
90261364;1049702800013
90261372;1049702810027
90261399;1049711370018
90261402;1049711370050
90261410;1049711380218
90261437;1049711490064
90261445;1049711580020
90261453;1049711700018
90261461;1049711980010
90261470;1049712160017
90261488;1049712890082
90261496;1049712890090
90261518;1049713150031
90261526;1049713180054
90261534;1049713220012
90261542;1049713530012
90261550;1049713570014
90261569;1049713630017
90261577;1049713630025
90261585;1049713630033
90261593;1049713640012
90261607;1049713640020
90261623;1049713660013
90261631;1049713660021
90261640;1049713670019
90261658;1049713670051
90261674;1049713680030
90261682;1049713680049
90261690;1049713730011
90261704;1049713730021
90261712;1049713730038
90261720;1049713730046
90261739;1049713740017
90261747;1049713740025
90261755;1049713740041
90261763;1050400210012
90261780;1050400270041
90261810;1050400510016
90261828;1050400510024
90261836;1050400510032
90261844;1052500340011
90261852;1052500340046
90261917;1052500380048
90261933;1052500380064
90261950;1052500380080
90261968;1052500390019
90261976;1052500390027
90261984;1052500390035
90262000;1052500410028
90262018;1052500410036
90262026;1052500410060
90262034;1052500410079
90262042;1052500420023
90262069;1052500420058
90262085;1052500450038
90262093;1052500460025
90262107;1052500460051
90262115;1052500480026
90262123;1052500480050
90262140;1052500510022
90262174;1052500510065
90262204;1052500510103
90262247;1052500530041
90262271;1052500530082
90262298;1052500530120
90262301;1052500530163
90262310;1052500530201
90262328;1052500540045
90262379;1052500560011
90262409;1052500560054
90262441;1053500280041
90262476;1053501720071
90262484;1053501720088
90262492;1055000320016
90262611;1055303180016
90262620;1055303180032
90262638;1055303180067
90262654;1055303180083
90262689;1055303180121
90262700;1055303180148
90262760;1055303360014
90262794;1055303410011
90262808;1055303410021
90262816;1055303420017
90262824;1055303420025
90262832;1055303420033
90262867;1057100050031
90262883;1057100070069
90262891;1057100070077
90262930;1057100180085
90262948;1057100230010
90262999;1057100320022
90263006;1057101010051
90263014;1057101010061
90263057;1057101470011
90263065;1057101480015
90263120;1057301180074
90263138;1057301370029
90263146;1057301400147
90263154;1057301400341
90263162;1057301520053
90263170;1057301520061
90263189;1057302060014
90263197;1057302160174
90263200;1057302160190
90263219;1057302310133
90263243;1057302460021
90263260;1057302860087
90263278;1057302860095
90263286;1057302930077
90263294;1057302930158
90263324;1057303130023
90263359;1057303130090
90263367;1057303130104
90263375;1057303130120
90263383;1057303130147
90263391;1057303130155
90263405;1057303130163
90263413;1057303130171
90263421;1057303130181
90263430;1057303130236
90263448;1057303130244
90263456;1057303130317
90263464;1057303130562
90263472;1057303130961
90263480;1057303490011
90263499;1057303540019
90263502;1057303550014
90263510;1057303550022
90263537;1057303700024
90263545;1057303790236
90263553;1057303790287
90263561;1057303800096
90263570;1057303800223
90263600;1057303890087
90263626;1057304080054
90263634;1057304130027
90263642;1057304130035
90263650;1057304130043
90263669;1057304130078
90263677;1057304130086
90263685;1057304130094
90263693;1057304140022
90263707;1057304140049
90263715;1057304140081
90263723;1057304150044
90263731;1057304150087
90263740;1057304160015
90263758;1057304190021
90263766;1057304200017
90263774;1057304240035
90263782;1057304260028
90263790;1057304260060
90263804;1057304260109
90263812;1057304260141
90263820;1057304290016
90263839;1057304290032
90263847;1057304290059
90263855;1057304290075
90263863;1057304290091
90263871;1057304290113
90263880;1057304300038
90263898;1057304300089
90263901;1057304300135
90263910;1057304310025
90263928;1057304310041
90263936;1057304310068
90263944;1057304310084
90263952;1057304310106
90263960;1057304310122
90263979;1057304310149
90263987;1057304310165
90263995;1057304310181
90264002;1057304320039
90264010;1057304320081
90264029;1057304320136
90264053;1057304340013
90264061;1057304340021
90264070;1057304340031
90264088;1057304340048
90264096;1057304340056
90264100;1057304340064
90264118;1057304350019
90264126;1057304350061
90264134;1057304360014
90264142;1057304360022
90264150;1057304360065
90264169;1057304360073
90264177;1057304360103
90264185;1057304360146
90264193;1057304370011
90264207;1057304370028
90264215;1057304380031
90264223;1057304380074
90264231;1057304390029
90264240;1057304390037
90264258;1057304400024
90264266;1057304400032
90264274;1057304430012
90264282;1057304430020
90264290;1057304440026
90264304;1057304450013
90264312;1057304450031
90264320;1057304460035
90264339;1057304490023
90264347;1057304490031
90264355;1057304490041
90264363;1057304490058
90264371;1057304490066
90264380;1057304500029
90264398;1057304520038
90264401;1057304520046
90264410;1057500090016
90264428;1057500090024
90264436;1057500090032
90264444;1057500090040
90264452;1057500510155
90264835;1058302890057
90264860;1058306550080
90264878;1058306790014
90264894;1058307160022
90264908;1058307160091
90264916;1058307160162
90264967;1058307420040
90264975;1058307420083
90264983;1058307470013
90264991;1058307470048
90265009;1058307470110
90265017;1058307490022
90265025;1058307490065
90265033;1058307490103
90265041;1058307490146
90265149;1058307520053
90265157;1058307520126
90265181;1058307550033
90265190;1058307550092
90265203;1058307560039
90265211;1058307560055
90265220;1058307570034
90265238;1058307570050
90265300;1063900990353
90265319;1063901310097
90265327;1063902020149
90265335;1063902020238
90265378;1063902310023
90265386;1063902310058
90265394;1063902310082
90265408;1063902310112
90265424;1063902570025
90265432;1063902610019
90265440;1063902610027
90265459;1063902610035
90265467;1063902610043
90265475;1063902610051
90265483;1063902610061
90265491;1063902610078
90265505;1063902610086
90265513;1063902620014
90265521;1063902620022
90265530;1063902620030
90265548;1063902620049
90265556;1063902620057
90265564;1063902620065
90265572;1063902640023
90265580;1064601660074
90265599;1064601800038
90265602;1064601800046
90265610;1064601800054
90265629;1064601800062
90265637;1064601890010
90265645;1064601910011
90265653;1064601910021
90265670;1064601930012
90265688;1064601930020
90265696;1064601930039
90265700;1064601930047
90265718;1064601930055
90265726;1064601930063
90265769;1068300930024
90265793;1068301800019
90265840;1068901030011
90265904;1068901350052
90265912;1068901350067
90265939;1068901350197
90265947;1068901590015
90265955;1068901590023
90265963;1068901590031
90265998;1068901650018
90266013;1071401750099
90266021;1071402420025
90266129;1071500420038
90266200;1071500690051
90266218;1071500690061
90266234;1071500800021
90266307;1071501060030
90266315;1071501380013
90266331;1071501380056
90266404;1071501800039
90266439;1071501810018
90266447;1071501810026
90266455;1071501810034
90266463;1081700300025
90266471;1081700300033
90266480;1081700300041
90266498;1081700300068
90266501;1081700300084
90266544;1088403270013
90266552;1091700150047
90266560;1091700150055
90266579;1091700150063
90266587;1091700150071
90266617;1091700390031
90266625;1091700400175
90266668;1091700460011
90266676;1091700460038
90266684;1091700500031
90266706;1091700500145
90266722;1091700500161
90266730;1091700500196
90266749;1091700500201
90266757;1091700500218
90266765;1091700560075
90266781;1091700610031
90266790;1091700610099
90266803;1091700610110
90266838;1091700730019
90266846;1091700740014
90266854;1091700740030
90266862;1091700760015
90266889;1091700760031
90266900;1091700820050
90266927;1091700830013
90266935;1091700830056
90266943;1091700890016
90266978;1091700910041
90266986;1091700910051
90266994;1091700910068
90267001;1091700910076
90267109;1096300330073
90267117;1096300330081
90267125;1096300350015
90267141;1096300360010
90267222;1096300410093
90267230;1096300410107
90267249;1096300460023
90267257;1096300460041
90267273;1096300490021
90267281;1096300490038
90267290;1096300490046
90267303;1096300500017
90267311;1096300500025
90267320;1096300500033
90267338;1096300500041
90267346;1096300510039
90267354;1096300510047
90267362;1096300580045
90267419;1097400960042
90267427;1097401240051
90267443;1097401320039
90267478;1097402190023
90267486;1097402190031
90267494;1097402190041
90267524;1097402190074
90267532;1097402190082
90267540;1097402190090
90267648;1101302690018
90267656;1101302690026
90267664;1101302700013
90267672;1101302700021
90267680;1101302710019
90267699;1101302710027
90267702;1101302710035
90267710;1101302710043
90267729;1101302720014
90267737;1101302720022
90267745;1103900550046
90267753;1103900580060
90267761;1103900630074
90267770;1103900660100
90267788;1103900730079
90267796;1103901020032
90267800;1103901110041
90267826;1103901510031
90267842;1103901590051
90267850;1103901610085
90267869;1103901610093
90267877;1103901610107
90267885;1103901610115
90267893;1103901610174
90267907;1103901610182
90267915;1103901610190
90267923;1103901610204
90267931;1103901630019
90267958;1106300020059
90267966;1106300480017
90267974;1106300510013
90267982;1106300560010
90267990;1106300570016
90268008;1106300630019
90268016;1106301100013
90268024;1106301100021
90268156;1106301220061
90268164;1106301260010
90268172;1106301300012
90268180;1106301300020
90268199;1108500400013
90268237;1120800070026
90268245;1120800080013
90268261;1121301790013
90268270;1121301790031
90268288;1121303090019
90268296;1121303090035
90268300;1121303320014
90268318;1121303340015
90268326;1121303340031
90268334;1121303350010
90268342;1121303350029
90268350;1121303390012
90268369;1121303390020
90268377;1121303390039
90268385;1121303700021
90268393;1121303700038
90268407;1121303990125
90268415;1121304020091
90268423;1121304020227
90268431;1121304230051
90268440;1121304290011
90268466;1121304360011
90268474;1121304360028
90268482;1121304360036
90268490;1121304360044
90268504;1121304430034
90268512;1121304430085
90268520;1121304430131
90268539;1121304440031
90268571;1121304470011
90268580;1121304470052
90268598;1121304480023
90268601;1121304480031
90268610;1121304490037
90268628;1121304500032
90268636;1121304550031
90268644;1121304550048
90268717;1123633260011
90268733;1123633260046
90268741;1123633260070
90268768;1123633260240
90268776;1123633260259
90268792;1123633270092
90268806;1123633320162
90268873;1123633480161
90268881;1123633560041
90268890;1123633580040
90268903;1123633580067
90268911;1123633870091
90268920;1123634030011
90268938;1123634040015
90268954;1123634040031
90268962;1123634040041
90268970;1123634050010
90268989;1123634050029
90268997;1126000740042
90269004;1126000790023
90269012;1126001870055
90269020;1126001870063
90269047;1126001870101
90269055;1126001880018
90269136;1127800480132
90269144;1127800480140
90269179;1130000580175
90269187;1130000580231
90269195;1130000580256
90269209;1130000580299
90269217;1130000580310
90269225;1130000580329
90269233;1130000580361
90269241;1130000580396
90269250;1130000580450
90269268;1130000580507
90269276;1130000580515
90269284;1130000580531
90269292;1130000580558
90269314;1130001990083
90269322;1130002370021
90269330;1130002370038
90269349;1130002380017
90269357;1130002620115
90269365;1130002690199
90269373;1130002690202
90269381;1130002710408
90269470;1130009950031
90269489;1130009950048
90269560;1130010130024
90269578;1130010130040
90269586;1130010130067
90269594;1130010130105
90269608;1130010130172
90269632;1130010680067
90269659;1130010900075
90269675;1130011080098
90269683;1130011300012
90269691;1130011310042
90269730;1130011400017
90269748;1130011400025
90269756;1130011400033
90269780;1134300520049
90269799;1134300520057
90269829;1134301190026
90269861;1134301550057
90269888;1134301800029
90269934;1134301840039
90269942;1134301840047
90269969;1134301850026
90269977;1134301850034
90269993;1134301860021
90270045;1140200780019
90270053;1140200790049
90270061;1140200790091
90270096;1155700220010
90270100;1155700560016
90270118;1156000100118
90270126;1156000220016
90270134;1156000220032
90270142;1156000220040
90270150;1156000250039
90270169;1156000250081
90270177;1156000250101
90270215;1156000680033
90270223;1156000680041
90270231;1156000680051
90270258;1156000840022
90270274;1156000860041
90270290;1156001610012
90270304;1156001610039
90270312;1156001610047
90270320;1156001610081
90270347;1156001740031
90270398;1157000080017
90270401;1157000180012
90270428;1161800190045
90270436;1161800190053
90270444;1161800190061
90270452;1161800720060
90270460;1161800770149
90270479;1161800770173
90270487;1161800770203
90270681;1161802450028
90270690;1161802450036
90270720;1161802450060
90270738;1161802450079
90270754;1161802460015
90270762;1161802460023
90270770;1163700760016
90270789;1163700760024
90270797;1163700770011
90270800;1163700770021
90270940;1168800140495
90270967;1168800140517
90270975;1168800140541
90270991;1168800140568
90271041;1169500230012
90271050;1171700020072
90271068;1171700100106
90271076;1171700100122
90271084;1171700100149
90271092;1171700140043
90271106;1171700140051
90271157;1171700210157
90271173;1171700210173
90271190;1171700210191
90271246;1179500010011
90271262;1181900090020
90271300;1181900210018
90271335;1181900210115
90271343;1181900210123
90271360;1181900320018
90271378;1181900320026
90271386;1181900370074
90271394;1181900410017
90271408;1181900410025
90271432;1181900410084
90271459;1181900610016
90271475;1181900610040
90271483;1181900610059
90271505;1181900610091
90271513;1181900610288
90271521;1181900610301
90271564;1181900930010
90271572;1181900930071
90271610;1181901150019
90271645;1181901170036
90271653;1181901230012
90271661;1181901250021
90271670;1181901260027
90271718;1186100100033
90271750;1186100540073
90271769;1186100630110
90271777;1186100670066
90272080;1211000560042
90272099;1211000560085
90272102;1211000560182
90272110;1211000560220
90272137;1211002700011
90272226;1211002870030
90272234;1211002870049
90272641;1211002980014
90272676;1211002990011
90272714;1214200010040
90272722;1214200010121
90272730;1214200010131
90272846;1221400740053
90272854;1221400840015
90272862;1221400840023
90272870;1221400860016
90272889;1221400890012
90272919;1235202010016
90272935;1235202010032
90272994;1235202130038
90273036;1235202130070
90273214;1235202200011
90273230;1235202200036
90273257;1235202200052
90273435;1235202230024
90273443;1235202230032
90273460;1235202240021
90273508;1235202240100
90273575;1235202260020
90273613;1235202260101
90273648;1235202270018
90273656;1235202270026
90273664;1236100790010
90273672;1236100790029
90273680;1236100790037
90273699;1236100800016
90273702;1236100800024
90273710;1236100800032
90273729;1236100800040
90273737;1236100800059
90273745;1236100800067
90273753;1254300240012
90273761;1254300240020
90273788;1256800270022
90273800;1256800320161
90273834;1256800340055
90273842;1256800340063
90273850;1256800340071
90273869;1256800340081
90273885;1256800340101
90273893;1256800340128
90273907;1256800380014
90273923;1256800390087
90273940;1256800390109
90273958;1256800390125
90273966;1256800390141
90273974;1256800390168
90273982;1256800390184
90274008;1256800400023
90274024;1256800400041
90274059;1256800410029
90274075;1256800410045
90274083;1256800500011
90274091;1256800500028
90274130;1256800500087
90274156;1256800500125
90274180;1256800500151
90274199;1256800690021
90274202;1256800920027
90274245;1256801000029
90274270;1256801000053
90274300;1256801270018
90274318;1256801270026
90274326;1256801270042
90274334;1256801270050
90274342;1256801270077
90274377;1256801680151
90274385;1256801730019
90274393;1256801730027
90274407;1256801730035
90274415;1256801730043
90274423;1256801790011
90274644;1256802060033
90274830;1256802170033
90274857;1256802170051
90274865;1256802190018
90274873;1256802190026
90274881;1256802200013
90274890;1256802200021
90274954;1256802340028
90274989;1256802340052
90275004;1256802380021
90275012;1256802380038
90275020;1256802380054
90275039;1256802380089
90275047;1256802380097
90275055;1256802380119
90275063;1256802400012
90275071;1256802400020
90275080;1256802410034
90275098;1257600210016
90275209;1267500850010
90275217;1267500850045
90275268;1267501090052
90275276;1267501240186
90275284;1267501310011
90275292;1267501370020
90275365;1267501520057
90275373;1267501520111
90275390;1267501520235
90275446;1267501540031
90275454;1267501540058
90275489;1267501560032
90275497;1267501560075
90275519;1267501580122
90275780;1291600080015
90275802;1291600080031
90275810;1291600240055
90275829;1291600660143
90275837;1322300090094
90275845;1322300150984
90275853;1322300150992
90275861;1322300151001
90275870;1322300151018
90275896;1322300151034
90275900;1322300151085
90275918;1322300151093
90275926;1322300151107
90275934;1322300151115
90275950;1322300151174
90275977;1322300151190
90275985;1322300151212
90275993;1322300151220
90276000;1322300151247
90276019;1322300151255
90276027;1322300151263
90276035;1322300151298
90276051;1322300151311
90276078;1322300151336
90276116;1338200020015
90276140;1338200020058
90276159;1338200020066
90276167;1351700010016
90276175;1351700010024
90276183;1351700030025
90276191;1351700030068
90276205;1351700040020
90276213;1351700040039
90276230;1351700050026
90276256;1351700060013
90276272;1356904450023
90276280;1356905090012
90276299;1356905290046
90276302;1356905290054
90276310;1356905390040
90276337;1356905980220
90276370;1356906400023
90276388;1356906430054
90276426;1356906530032
90276469;1356906550033
90276477;1356906550051
90276485;1356906570026
90276493;1356906580099
90276540;1364100010033
90276582;1364100020063
90276590;1364100020071
90276604;1364100020081
90276612;1364100020098
90276620;1364100020101
90276639;1364100020111
90276647;1364100020128
90276663;1364100040031
90276671;1364100050043
90276680;1364100050051
90276698;1364100050061
90276744;1376400400061
90276825;1376401270021
90276841;1376401270054
90276884;1376401300042
90276922;1376401300085
90277040;1376401300204
90277066;1376401320027
90277074;1376401320043
90277082;1376401330014
90277090;1384100020051
90277104;1384100020068
90277112;1384100030055
90277120;1384100030071
90277139;1384100040107
90277147;1384100040158
90277155;1384100040182
90277163;1384100040212
90277171;1384100040247
90277201;1384100200058
90277210;1384100200066
90277228;1384100210010
90277236;1384100230062
90277244;1384100230070
90277252;1384100230127
90277279;1384100280086
90277287;1384100290057
90277295;1384100290189
90277309;1384100290375
90277317;1384100290464
90277325;1384100290553
90277333;1384100290642
90277341;1384100330059
90277350;1384100330164
90277368;1384100340062
90277376;1384100360020
90277384;1384100450097
90277392;1384100480034
90277406;1384100500116
90277414;1384100500167
90277422;1384100520028
90277430;1384100520044
90277457;1384100520125
90277465;1384100520141
90277473;1384100520151
90277481;1384100520222
90277490;1384100520249
90277503;1384100520257
90277538;1410700010031
90277562;1410700070190
90277570;1410700450015
90277589;1410700640035
90277597;1427700010036
90277600;1427700010044
90277678;1427700320043
90277686;1427700320051
90277708;1438100220124
90277732;1438100370010
90277740;1438100370029
90277759;1438100420069
90277775;1438100460052
90277791;1438100460079
90277805;1438100460087
90277830;1438100480061
90277848;1438100510076
90277856;1438100570011
90277864;1438100570028
90277880;1438100570044
90277899;1438100580171
90277902;1438100580198
90277910;1438100580279
90277929;1438100590045
90277937;1438100800211
90277988;1438100870153
