codigo_tuss;termo;modelo;fabricante;inicio_vigencia;fim_vigencia;fim_implantacao;registro_anvisa;classe_risco
72023309;SISTEMAS DE FIXAÇÃO ORTOPÉDICOS EXTERNOS;NÃO SE APLICA;NÃO SE APLICA;2017-04-10;;2017-07-09;NÃO SE APLICA;NÃO SE APLICA
72023317;SISTEMAS INTERNOS DE FIXAÇÃO DE COLUNA VERTEBRAL;NÃO SE APLICA;NÃO SE APLICA;2017-04-10;;2017-07-09;NÃO SE APLICA;NÃO SE APLICA
78201799;Solucao de Limpeza de Pele;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201802;Solução Lubrificante para Articulações;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201810;Solucao para Desinfeccao de Equipamentos;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381491;SOLUÇÃO PARA PREENCHIMENTO INTRA-ARTICULAR;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77380894;Solucao para Preenchimento Intradermico;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201829;Solucao para Transplante de Orgaos;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201837;Solucao Para Uso Oftalmologico;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201845;Solucao Removedora;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
102354758;Sonda de localização de nervos, de uso único.;NÃO SE APLICA;NÃO SE APLICA;2023-10-01;;2023-12-31;NÃO SE APLICA;NÃO SE APLICA
78201853;Sondas;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201861;Spray Gelado;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
77381050;Stent;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
71447113;STENT BILIAR;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
71447121;STENT BRONQUIAL;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
77381610;Stent Cardiovascular;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
71447130;STENT ESOFÁGICO;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
71447148;STENT FARMACOLÓGICO PARA ARTÉRIAS CORONÁRIAS;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
71447156;STENT FARMACOLÓGICO PARA ARTÉRIAS PERIFÉRICAS;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
72542756;STENT INTRACRANIANO;NÃO SE APLICA;NÃO SE APLICA;2018-01-01;;2018-03-31;NÃO SE APLICA;NÃO SE APLICA
71447164;STENT NÃO VASCULAR (NÃO ENQUADRADO COMO BILIAR, BRONQUIAL, ESOFÁGICO, PANCREÁTICO, URINÁRIO E VAGINAL);NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
71447172;STENT PANCREÁTICO;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
71447180;STENT PARA ARTÉRIAS CORONÁRIAS;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
71447199;STENT PARA ARTÉRIAS PERIFÉRICAS;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
77381378;Stent Ureteral;NÃO SE APLICA;NÃO SE APLICA;2019-03-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
71447202;STENT URINÁRIO;NÃO SE APLICA;NÃO SE APLICA;2016-10-01;;2016-12-31;NÃO SE APLICA;NÃO SE APLICA
72392193;STENT VASCULAR INTRACRANIANO;NÃO SE APLICA;NÃO SE APLICA;2018-01-01;;2018-03-31;NÃO SE APLICA;NÃO SE APLICA
78196795;STENT VENOSO PERIFÉRICO;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201870;Suctor de Saliva;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201888;Suspensor de Bexiga;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201896;Suspensorios (escrotal, herniano e outros);NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
78201900;Sutura Endoscópica;NÃO SE APLICA;NÃO SE APLICA;2019-06-01;;2020-02-29;NÃO SE APLICA;NÃO SE APLICA
