dominio;codigo;descricao
dm_conselhoProfissional;08;CRO Conselho Regional de Odontologia
dm_conselhoProfissional;09;CRP Conselho Regional de Psicologia
dm_conselhoProfissional;10;OUT Outros Conselhos
dm_conselhoProfissional;11;Conselho Regional de Biologia (CRBio)
dm_conselhoProfissional;12;Conselho Regional de Biomedicina (CRBM)
dm_conselhoProfissional;13;Conselho Regional de Educação Física (CREF)
dm_conselhoProfissional;14;Conselho Regional de Medicina Veterinária (CRMV)
dm_conselhoProfissional;15;Conselho Regional de Técnicos em Radiologia (CRTR)
dm_debitoCreditoIndicador;1;Debito 2-Crédito
dm_debitoCreditoIndicador;2;Crédito
dm_debitoCreditoTipo;01;IRRF
dm_debitoCreditoTipo;02;ISS
dm_debitoCreditoTipo;03;INSS
dm_debitoCreditoTipo;04;PIS
dm_debitoCreditoTipo;05;COFINS
dm_debitoCreditoTipo;06;CSLL
dm_debitoCreditoTipo;07;Descontos financeiros
dm_debitoCreditoTipo;08;Ajuste de pagamento anterior
dm_debitoCreditoTipo;09;Determinação judicial
dm_dente;11;Incisivo Central Superior Direito
dm_dente;12;Incisivo Lateral Superior Direito
dm_dente;13;Canino Superior Direito
dm_dente;14;Primeiro Pré-molar Superior Direito
dm_dente;15;Segundo Pré-molar Superior Direito
dm_dente;16;Primeiro Molar Superior Direito
dm_dente;17;Segundo Molar Superior Direito
dm_dente;18;Terceiro Molar Superior Direito
dm_dente;19;Dente Permanente Supranumerário em Hemi-arco Superior Direito
dm_dente;21;Incisivo Central Superior Esquerdo
dm_dente;22;Incisivo Lateral Superior Esquerdo
dm_dente;23;Canino Superior Esquerdo
dm_dente;24;Primeiro Pré-molar Superior Esquerdo
dm_dente;25;Segundo Pré-molar Superior Esquerdo
dm_dente;26;Primeiro Molar Superior Esquerdo
dm_dente;27;Segundo Molar Superior Esquerdo
dm_dente;28;Terceiro Molar Superior Esquerdo
dm_dente;29;Dente Permanente Supranumerário em Hemi-arco Superior Esquerdo
dm_dente;31;Incisivo Central Inferior Esquerdo
dm_dente;32;Incisivo Lateral Inferior Esquerdo
dm_dente;33;Canino Inferior Esquerdo
dm_dente;34;Primeiro Pré-molar Inferior Esquerdo
dm_dente;35;Segundo Pré-molar Inferior Esquerdo
dm_dente;36;Primeiro Molar Inferior Esquerdo
dm_dente;37;Segundo Molar Inferior Esquerdo
dm_dente;38;Terceiro Molar Inferior Esquerdo
dm_dente;39;Dente Permanente Supranumerário em Hemi-arco Inferior Esquerdo
dm_dente;41;Incisivo Central Inferior Direito
dm_dente;42;Incisivo Lateral Inferior Direito
dm_dente;43;Canino Inferior Direito
dm_dente;44;Primeiro Pré-molar Inferior Direito
dm_dente;45;Segundo Pré-molar Inferior Direito
dm_dente;46;Primeiro Molar Inferior Direito
dm_dente;47;Segundo Molar Inferior Direito
dm_dente;48;Terceiro Molar Inferior Direito
dm_dente;49;Dente Permanente Supranumerário em Hemi-arco Inferior Direito
dm_dente;51;Incisivo Central Decíduo Superior Direito
dm_dente;52;Incisivo Lateral Decíduo Superior Direito
dm_dente;53;Canino Decíduo Superior Direito
dm_dente;54;Primeiro Molar Decíduo Superior Direito
dm_dente;55;Segundo Molar Decíduo Superior Direito
dm_dente;59;Dente Decíduo Supranumerário em Hemi-arco Superior Direito
dm_dente;61;Incisivo Central Decíduo Superior Esquerdo
dm_dente;62;Incisivo Lateral Decíduo Superior Esquerdo
dm_dente;63;Canino Decíduo Superior Esquerdo
dm_dente;64;Primeiro Molar Decíduo Superior Esquerdo
dm_dente;65;Segundo Molar Decíduo Superior Esquerdo
dm_dente;69;Dente Decíduo Supranumerário em Hemi-arco Superior Esquerdo
dm_dente;71;Incisivo Central Decíduo Inferior Esquerdo
dm_dente;72;Incisivo Lateral Decíduo Inferior Esquerdo
dm_dente;73;Canino Decíduo Inferior Esquerdo
dm_dente;74;Primeiro Molar Decíduo Inferior Esquerdo
dm_dente;75;Segundo Molar Decíduo Inferior Esquerdo
dm_dente;79;Dente Decíduo Supranumerário em Hemi-arco Inferior Esquerdo
dm_dente;81;Incisivo Central Decíduo Inferior Direito
dm_dente;82;Incisivo Lateral Decíduo Inferior Direito
dm_dente;83;Canino Decíduo Inferior Direito
dm_dente;84;Primeiro Molar Decíduo Inferior Direito
dm_dente;85;Segundo molar Decíduo Inferior Direito
dm_dente;89;Dente Decíduo Supranumerário em Hemi-arco Inferior Direito
dm_diagnosticoImagem;1;Tomografia
dm_diagnosticoImagem;2;Ressonância Magnética
dm_diagnosticoImagem;3;Raio-X
dm_diagnosticoImagem;4;Outras
dm_diagnosticoImagem;5;Ultrassonografia
dm_diagnosticoImagem;6;PET
dm_ecog;0;Totalmente ativo
dm_ecog;1;Não exerce atividade física
dm_ecog;2;Caminha e é capaz de realizar atividade de autocuidado
dm_ecog;3;Capacidade de autocuidado limitada
dm_ecog;4;Completamente dependente
dm_estadiamento;0;
dm_estadiamento;1;I
dm_estadiamento;2;II
dm_estadiamento;3;III
dm_estadiamento;4;IV
dm_estadiamento;5;Não se aplica
dm_etapasAutorizacao;1;Solicitação de autorização prévia 2 Solicitação de autorização pelo prestador executante
dm_etapasAutorizacao;2;Solicitação de autorização pelo prestador executante
dm_finalidadeTratamento;1;Curativa
dm_finalidadeTratamento;2;Neoadjuvante
dm_finalidadeTratamento;3;Adjuvante
dm_finalidadeTratamento;4;Paliativa
dm_finalidadeTratamento;5;Controle
dm_formaEnvio;1;Portal 2 Upload de arquivo 3 Webservice 4 Papel
dm_formaEnvio;2;Upload de arquivo 3 Webservice 4 Papel
dm_formaEnvio;3;Webservice 4 Papel
dm_formaEnvio;4;Papel
dm_formaPagamento;1;Depósito/transferência bancária
dm_formaPagamento;2;Carteira
dm_formaPagamento;3;Boleto Bancário / DDA
dm_formaPagamento;4;Dinheiro/cheque
dm_formatoDocumento;01;
dm_formatoDocumento;02;
dm_formatoDocumento;03;
dm_formatoDocumento;04;
dm_formatoDocumento;05;
dm_formatoDocumento;06;
dm_formatoDocumento;07;
dm_formatoDocumento;08;
dm_formatoDocumento;09;
dm_grauPart;00;Cirurgião
dm_grauPart;01;Primeiro Auxiliar
dm_grauPart;02;Segundo Auxiliar
dm_grauPart;03;Terceiro Auxiliar
dm_grauPart;04;Quarto Auxiliar
dm_grauPart;05;Instrumentador
dm_grauPart;06;Anestesista
dm_grauPart;07;Auxiliar de Anestesista
dm_grauPart;08;Consultor
dm_grauPart;09;Perfusionista
dm_grauPart;10;Pediatra na sala de parto
dm_grauPart;11;Auxiliar SADT
dm_grauPart;12;Clínico
dm_grauPart;13;Intensivista
dm_indicadorAcidente;0;Trabalho
dm_indicadorAcidente;1;Trânsito
dm_indicadorAcidente;2;Outros Acidentes
dm_indicadorAcidente;9;Não Acidentes
dm_indicadorIdentificacao;1;CNPJ
dm_indicadorIdentificacao;2;CPF
dm_metastase;1;M1 2 M0 3 Mx 8 Não se aplica 9 Sem informação
dm_metastase;2;M0 3 Mx 8 Não se aplica 9 Sem informação
dm_metastase;3;Mx 8 Não se aplica 9 Sem informação
dm_metastase;8;Não se aplica 9 Sem informação
dm_metastase;9;Sem informação
dm_motivoSaida;11;Alta Curado
dm_motivoSaida;12;Alta Melhorado
dm_motivoSaida;14;Alta a pedido
dm_motivoSaida;15;Alta com previsão de retorno para acompanhamento do paciente
dm_motivoSaida;16;Alta por Evasão
dm_motivoSaida;18;Alta por Outros motivos
dm_motivoSaida;19;
dm_motivoSaida;21;Permanencia por características próprias da doença
dm_motivoSaida;22;Permanencia por Intercorrência
dm_motivoSaida;23;Permanencia por impossibilidade sócio-familiar
dm_motivoSaida;24;permanencia por Processo de doação de órgãos, tecidos e células - doador vivo
dm_motivoSaida;25;Permanencia por Processo de doação de órgãos, tecidos e células - doador morto
dm_motivoSaida;26;Permanencia por mudança de procedimento
dm_motivoSaida;27;Permanencia por re-operação
dm_motivoSaida;28;Permanencia por outros motivos
dm_motivoSaida;31;Transferido para outro estabelecimento
dm_motivoSaida;32;Transferencia para internação domiciliar
dm_motivoSaida;41;Óbito com declaração de óbito fornecida pelo médico assistente
dm_motivoSaida;42;Óbito com declaração de Óbito fornecida pelo Instituto Médico Legal - IML
dm_motivoSaida;43;Óbito com declaração de Óbito fornecida pelo Serviço de Verificação de Óbito - SVO.
dm_motivoSaida;51;ENCERRAMENTO ADMINISTRATIVO
dm_motivoSaida;61;Alta mãe/puerpera e do recem nascido
dm_motivoSaida;62;Alta mãe/puerpera e permanencia do recem-nascido
dm_motivoSaida;63;Alta mãe/puerpera e obito do recem-nascido
dm_motivoSaida;64;Alta mãe/puerpera com obito fetal
dm_motivoSaida;65;Óbito da gestante e do concepto
dm_motivoSaida;66;Óbito da mãe/puerpera e alta do recem-nascido
dm_motivoSaida;67;Obito da mae/puerpera e permanencia do recem nascido
dm_motivoSaidaObito;41;Óbito com declaração de óbito fornecida pelo médico assistente
dm_motivoSaidaObito;42;Óbito com declaração de Óbito fornecida pelo Instituto Médico Legal - IML
dm_motivoSaidaObito;43;Óbito com declaração de Óbito fornecida pelo Serviço de Verificação de Óbito - SVO.
dm_nodulo;1;
dm_nodulo;2;
dm_nodulo;3;
dm_nodulo;4;
dm_nodulo;5;
dm_nodulo;8;
dm_nodulo;9;
dm_obitoMulher;1;Grávida  2 Até
dm_obitoMulher;2;Até
dm_obitoMulher;3;De
dm_objetoRecurso;1;Recurso de protocolo
dm_objetoRecurso;2;Recurso de guia
dm_opcaoFabricante;1;Primeira opção de fabricante 2 Segunda opção de fabricante 3 Terceira opção de fabricante
dm_opcaoFabricante;2;Segunda opção de fabricante 3 Terceira opção de fabricante
dm_opcaoFabricante;3;Terceira opção de fabricante
dm_origemEventoAtencaoSaude;1;Rede Contratada, referenciada ou credenciada
dm_origemEventoAtencaoSaude;2;Rede Própria - Cooperados
dm_origemEventoAtencaoSaude;3;Rede Própria - Demais prestadores
dm_origemEventoAtencaoSaude;4;Reembolso ao beneficiário
dm_origemEventoAtencaoSaude;5;Prestador eventual
dm_outrasDespesas;01;Gases medicinais
dm_outrasDespesas;02;Medicamentos
dm_outrasDespesas;03;Materiais
dm_outrasDespesas;05;Diárias
dm_outrasDespesas;07;Taxas e aluguéis
dm_outrasDespesas;08;OPME
dm_posicaoProfissao;00;Cirurgião
dm_posicaoProfissao;01;Primeiro Auxiliar
dm_posicaoProfissao;02;Segundo Auxiliar
dm_posicaoProfissao;03;Terceiro Auxiliar
dm_posicaoProfissao;04;Quarto Auxiliar
dm_posicaoProfissao;05;Instrumentador
dm_posicaoProfissao;06;Anestesista
dm_posicaoProfissao;07;Auxiliar de Anestesista
dm_posicaoProfissao;08;Consultor
dm_posicaoProfissao;09;Perfusionista
dm_posicaoProfissao;10;Pediatra na sala de parto
dm_posicaoProfissao;11;Auxiliar SADT
dm_posicaoProfissao;12;Clínico
dm_posicaoProfissao;13;Intensivista
dm_regiao;AB;Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;AI;Arco Inferior HASD Hemi-Arco Superior Direito HASE Hemi-Arco Superior Esquerdo HAID Hemi-Arco Inferior Direito HAIE Hemi-Arco Inferior Esquerdo ASAI Arcadas Superiores e inferiores S1 Sextante superior posterior direito S2 Sextante superior anterior S3 Sextante superior posterior esquerdo S4 Sextante inferior posterior esquerdo S5 Sextante inferior anterior S6 Sextante inferior posterior direito LG Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;AS;Arco Superior AI Arco Inferior HASD Hemi-Arco Superior Direito HASE Hemi-Arco Superior Esquerdo HAID Hemi-Arco Inferior Direito HAIE Hemi-Arco Inferior Esquerdo ASAI Arcadas Superiores e inferiores S1 Sextante superior posterior direito S2 Sextante superior anterior S3 Sextante superior posterior esquerdo S4 Sextante inferior posterior esquerdo S5 Sextante inferior anterior S6 Sextante inferior posterior direito LG Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;ASAI;Arcadas Superiores e inferiores S1 Sextante superior posterior direito S2 Sextante superior anterior S3 Sextante superior posterior esquerdo S4 Sextante inferior posterior esquerdo S5 Sextante inferior anterior S6 Sextante inferior posterior direito LG Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;CL;Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;FLA;Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;FLI;Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;GI;Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;HAID;Hemi-Arco Inferior Direito HAIE Hemi-Arco Inferior Esquerdo ASAI Arcadas Superiores e inferiores S1 Sextante superior posterior direito S2 Sextante superior anterior S3 Sextante superior posterior esquerdo S4 Sextante inferior posterior esquerdo S5 Sextante inferior anterior S6 Sextante inferior posterior direito LG Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;HAIE;Hemi-Arco Inferior Esquerdo ASAI Arcadas Superiores e inferiores S1 Sextante superior posterior direito S2 Sextante superior anterior S3 Sextante superior posterior esquerdo S4 Sextante inferior posterior esquerdo S5 Sextante inferior anterior S6 Sextante inferior posterior direito LG Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;HASD;Hemi-Arco Superior Direito HASE Hemi-Arco Superior Esquerdo HAID Hemi-Arco Inferior Direito HAIE Hemi-Arco Inferior Esquerdo ASAI Arcadas Superiores e inferiores S1 Sextante superior posterior direito S2 Sextante superior anterior S3 Sextante superior posterior esquerdo S4 Sextante inferior posterior esquerdo S5 Sextante inferior anterior S6 Sextante inferior posterior direito LG Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;HASE;Hemi-Arco Superior Esquerdo HAID Hemi-Arco Inferior Direito HAIE Hemi-Arco Inferior Esquerdo ASAI Arcadas Superiores e inferiores S1 Sextante superior posterior direito S2 Sextante superior anterior S3 Sextante superior posterior esquerdo S4 Sextante inferior posterior esquerdo S5 Sextante inferior anterior S6 Sextante inferior posterior direito LG Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;LG;Língua CL Comissura labial AB Assoalho de boca PA Palato MJ Mucosa jugal PD Palato duro PM Palato mole RM Região retromolar MA Mucosa alveolar GI Gengiva inserida PT Parótida TP Tonsilas palatinas RIS Região dos Incisivos centrais superiores RCSD Região do canino e lateral superior direito RPSD Região dos pré-molares superiores direito RMSD Região dos molares superiores direito RCSE Região do canino e lateral superior esquerdo RPSE Região dos pré-molares superiores esquerdo RMSE Região dos molares superiores esquerdo RII Região dos incisivos inferiores RCID Região de canino inferior direito RPID Região dos pré-molares inferiores direito RMID Região dos molares inferiores direito RCIE Região de canino inferior esquerdo RPIE Região dos pré-molares inferiores esquerdo RMIE Região dos molares inferiores esquerdo RMD Região dos molares lado direito RME Região dos molares lado esquerdo RPD Região dos pré-molares lado direito RPE Região dos pré-molares lado esquerdo RMPE Região dos molares e pré-molares lado esquerdo RMPD Região dos molares e pré-molares lado direito SM Região do assoalho do seio maxilar TU Região do Túber SI Região de Sínfise FLI Freio lingual FLA Freios labiais UV Úvula PP Pregas palatinas PI Papila incisiva LS Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;LI;Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
dm_regiao;LS;Lábio Superior LI Lábio inferior RL Região lingual RP Região palatina RV Região vestibular RSMD Região Sub-Mandibular Direita RSME Região Sub-Mandibular Esquerda RSL Região Sub-Lingual
