competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104666030;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-PEBB - Pedriatric Socket Bumble Bee;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666048;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-PEF - Pediatric Socket Flowers;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666056;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-PEW - Pediatric Socket White;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666064;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-SBC - Resilience Socket  BC;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666072;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-SCA - Resilience Socket;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666080;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-SDB - Resilience Socket;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666099;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-SLB - Resilience Socket;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666102;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RS-SVA - Resilience Socket;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666110;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - RVK - Button One Way Valve Kit;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104666129;FAMÍLIA DE COMPONENTES DE PRÓTESES EXTERNAS DE MEMBROS INFERIORES AMPARO II - TSBK - Trust Socket;2026-02-01;;2026-04-30;Incluído
