competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104678470;MINI PARAFUSO OASYS - 31.60.0804 - Inter-radicular - Ø1,6 x 8,0 x 2,0 mm  Standard - 01 peça;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104678488;MINI PARAFUSO OASYS - 31.61.0804 - Extra-alveolar - Ø2,1 x 8,0 x 4,0 mm  Standard - 01 peça;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104678496;MINI PARAFUSO OASYS - 31.61.0805 - Extra-alveolar - Ø2,1 x 8,0 x 4,0 mm  Standard - 02 peças;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104678500;MINI PARAFUSO OASYS - 31.61.1004 - Extra-alveolar - Ø2,1 x 10,0 x 4,0 mm  Standard - 01 peça;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104678518;MINI PARAFUSO OASYS - 31.61.1005 - Extra-alveolar - Ø2,1 x 10,0 x 4,0 mm  Standard - 02 peças;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104678526;MINI PARAFUSO OASYS - 31.61.1204 - Extra-alveolar - Ø2,1 x 12,0 x 4,0 mm  Standard - 01 peça;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104678534;MINI PARAFUSO OASYS - 31.61.1205 - Extra-alveolar - Ø2,1 x 12,0 x 4,0 mm  Standard - 02 peças;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104812885;MiraLoc Wire Localizer;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104817003;MIXPRO;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104815370;Modeladores Pós-Cirúrgicos Biobela;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795107;MONOPREV;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795271;MONOPREV - NP1001;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795913;MONOPREV - NP1002;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795247;MONOPREV - NP1003;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795409;MONOPREV - NP1004;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795590;MONOPREV - NP1005;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796057;MONOPREV - NP1006;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795182;MONOPREV - NP1007;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795131;MONOPREV - NP1008;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795972;MONOPREV - NP1009;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795557;MONOPREV - NP1010;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796189;MONOPREV - NP1011;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795115;MONOPREV - NP1012;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795212;MONOPREV - NP1014;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795689;MONOPREV - NP1015;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795875;MONOPREV - NP1016;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795123;MONOPREV - NP1017;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795840;MONOPREV - NP1018;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795255;MONOPREV - NP1019;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104796197;MONOPREV - NP1020;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795336;MONOPREV - NP1021;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795220;MONOPREV - NP1022;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795930;MONOPREV - NP1023;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795166;MONOPREV - NP1024;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795158;MONOPREV - NP1025;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795204;MONOPREV - NP1026;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795778;MONOPREV - NP1033;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795522;MONOPREV - NP1034;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795360;MONOPREV - NP1035;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795565;MONOPREV - NP1036;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795298;MONOPREV - NP1037;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795140;MONOPREV - NP1038;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795832;MONOPREV - NP1039;2026-02-01;;2026-04-30;Incluído
